"name","date","dem"
"ANG",1993-06-13,0
"BUL",1992-01-17,8
"BUL",2001-07-21,8
"CON",1992-03-14,5
"CON",1997-10-13,5
"GHA",1992-11-02,-1
"GHA",1996-12-06,-1
"JOR",1992-08-30,-2
"JOR",2007-07-28,-2
"KUW",1992-10-04,-7
"KUW",2012-12-28,-7
"MOR",1992-09-03,-7
"MOR",1998-02-01,-7
"PAR",1992-06-21,7
"PAR",1998-08-12,7
"PER",1992-04-04,-4
"PER",1993-12-26,-4
"PHI",1991-12-30,8
"PHI",2012-12-28,8
"RUS",1991-12-30,5
"RUS",1993-10-14,5
"SAF",1992-10-25,0
"SAF",1994-04-24,0
"SIE",1992-04-28,-7
"SIE",1996-03-14,-7
"TAJ",1992-11-09,-6
"TAJ",1997-06-25,-6
"TAW",1992-12-18,7
"TAW",1996-03-21,7
"TAZ",1992-06-15,-5
"TAZ",1995-11-19,-5
"THI",1992-09-12,9
"THI",2006-02-22,9
"VEN",1992-02-02,8
"VEN",1999-12-13,8
"DRC",1992-12-05,0
"DRC",2003-06-28,0
"ANG",1993-06-14,0
"ANG",1997-06-06,0
"CAM",1993-09-23,1
"CAM",1997-07-03,1
"CEN",1993-08-21,5
"CEN",2003-03-15,5
"CHA",1993-04-07,0
"CHA",1996-05-31,0
"ERI",1993-05-22,-6
"ERI",2001-03-12,-6
"NIG",1993-06-22,-7
"NIG",1995-09-30,-7
"PER",1993-12-27,-1
"PER",2000-11-19,-1
"RUS",1993-10-15,3
"RUS",2000-03-23,3
"TUN",1993-09-16,-3
"TUN",2002-05-30,-3
"TUR",1993-07-04,8
"TUR",1997-06-13,8
"UGA",1993-02-15,-4
"UGA",1995-12-29,-4
"HAI",1994-10-13,6
"HAI",1996-02-04,6
"MEX",1994-08-14,4
"MEX",1997-07-03,4
"PAN",1994-08-30,9
"PAN",2012-12-28,9
"PRK",1994-07-06,-10
"PRK",2012-12-28,-10
"RWA",1994-04-05,0
"RWA",1994-07-16,0
"RWA",1994-07-17,-6
"RWA",2000-04-14,-6
"SAF",1994-04-25,9
"SAF",2012-12-28,9
"SAL",1994-03-22,7
"SAL",2009-05-29,7
"ALG",1995-11-15,-3
"ALG",2004-04-06,-3
"COL",1995-11-03,7
"COL",2012-12-28,7
"CRO",1995-11-10,-5
"CRO",1999-11-23,-5
"GUI",1995-06-10,-1
"GUI",2008-12-21,-1
"NIC",1995-07-04,8
"NIC",2007-01-07,8
"NIG",1995-10-01,-6
"NIG",1998-06-14,-6
"POL",1995-12-22,9
"POL",2002-10-24,9
"TAZ",1995-11-20,-1
"TAZ",2015-10-22,-1
"AFG",1996-09-25,-7
"AFG",2001-10-05,-7
"ALB",1996-05-25,0
"ALB",1997-07-21,0
"CHA",1996-06-01,-1
"CHA",2012-12-28,-1
"DOM",1996-08-14,8
"DOM",2016-05-12,8
"GHA",1996-12-07,2
"GHA",2001-01-04,2
"GUA",1996-01-14,8
"GUA",2015-08-31,8
"HAI",1996-02-05,7
"HAI",1999-01-08,7
"LBR",1996-08-16,0
"LBR",1997-07-30,0
"MAL",1996-10-10,3
"MAL",2008-03-05,3
"ROM",1996-11-27,8
"ROM",2004-12-17,8
"SIE",1996-03-15,4
"SIE",1997-05-23,4
"TAW",1996-03-22,8
"TAW",1997-06-12,8
"UGA",1995-12-30,-4
"UGA",2005-07-25,-4
"ZAM",1996-11-17,1
"ZAM",2001-12-25,1
"ALB",1997-07-22,5
"ALB",2002-07-22,5
"ANG",1997-06-07,-6
"ANG",2002-08-20,-6
"CAM",1997-07-04,-7
"CAM",1998-11-28,-7
"CON",1997-10-14,-6
"CON",2001-08-30,-6
"IRN",1997-08-02,3
"IRN",2004-01-09,3
"KEN",1997-11-05,4
"KEN",2002-12-27,4
"LBR",1997-07-31,0
"LBR",2003-08-09,0
"MEX",1997-07-04,6
"MEX",1998-12-29,6
"PAK",1997-02-14,7
"PAK",1999-10-10,7
"SIE",1997-05-24,0
"SIE",2001-11-14,0
"TAJ",1997-06-26,-5
"TAJ",1998-11-10,-5
"TAW",1997-06-13,9
"TAW",2004-05-17,9
"TUR",1997-06-14,7
"TUR",2011-07-26,7
"CAM",1998-11-29,2
"CAM",2013-07-26,2
"IND",1998-03-17,9
"IND",2012-12-28,9
"INS",1998-05-20,-5
"INS",1999-10-18,-5
"MOR",1998-02-02,-6
"MOR",2011-11-26,-6
"NIG",1998-06-15,0
"NIG",1999-05-26,0
"PAR",1998-08-13,6
"PAR",1999-03-26,6
"ROK",1998-02-24,8
"ROK",2012-12-28,8
"TAJ",1998-11-11,-1
"TAJ",2003-06-23,-1
"ARG",1999-12-08,8
"ARG",2015-12-07,8
"CRO",1999-11-24,0
"CRO",2000-11-06,0
"EST",1999-03-05,7
"EST",2000-03-11,7
"HAI",1999-01-09,0
"HAI",2000-11-23,0
"HON",1999-01-25,7
"HON",2012-12-28,7
"INS",1999-10-19,6
"INS",2004-10-17,6
"LIB",1998-12-30,-7
"LIB",2011-07-29,-7
"MEX",1998-12-30,6
"MEX",2000-11-28,6
"NIG",1999-05-27,4
"NIG",2015-05-26,4
"PAK",1999-10-11,-6
"PAK",2002-11-15,-6
"PAR",1999-03-27,7
"PAR",2003-04-24,7
"SUD",1998-12-30,-4
"SUD",1999-12-09,-4
"SUD",1999-12-10,-6
"SUD",2005-07-06,-6
"VEN",1999-12-14,7
"VEN",2001-11-10,7
"ZIM",1999-09-09,-3
"ZIM",2001-07-24,-3
"CHL",2000-03-09,9
"CHL",2006-03-08,9
"CRO",2000-11-07,8
"CRO",2004-12-30,8
"ECU",2000-01-19,6
"ECU",2006-11-23,6
"EST",2000-03-12,9
"EST",2012-12-28,9
"HAI",2000-11-24,-2
"HAI",2004-03-06,-2
"MEX",2000-11-29,8
"MEX",2012-12-28,8
"PER",2000-11-20,0
"PER",2001-07-25,0
"RUS",2000-03-24,6
"RUS",2007-11-29,6
"RWA",2000-04-15,-4
"RWA",2003-09-27,-4
"SEN",2000-03-18,8
"SEN",2007-05-31,8
"SYR",2000-07-15,-6
"SYR",2012-05-31,-6
"AFG",2001-10-06,0
"AFG",2001-12-20,0
"AFG",2001-12-21,0
"AFG",2014-12-26,0
"BUL",2001-07-22,9
"BUL",2012-12-28,9
"CON",2001-08-31,-5
"CON",2002-08-07,-5
"ERI",2001-03-13,-7
"ERI",2012-12-28,-7
"GHA",2001-01-05,6
"GHA",2004-12-04,6
"PER",2001-07-26,9
"PER",2012-12-28,9
"SIE",2001-11-15,0
"SIE",2002-07-09,0
"VEN",2001-11-11,6
"VEN",2006-12-15,6
"ZAM",2001-12-26,5
"ZAM",2008-10-27,5
"ZIM",2001-07-25,-4
"ZIM",2009-02-08,-4
"ALB",2002-07-23,7
"ALB",2005-08-30,7
"ANG",2002-08-21,-2
"ANG",2012-12-28,-2
"CON",2002-08-08,-4
"CON",2012-12-28,-4
"KEN",2002-12-28,8
"KEN",2007-10-20,8
"PAK",2002-11-16,-5
"PAK",2007-03-07,-5
"POL",2002-10-25,10
"POL",2012-12-28,10
"SIE",2002-07-10,5
"SIE",2007-09-14,5
"TUN",2002-05-31,-4
"TUN",2011-01-12,-4
"BOL",2003-02-10,8
"BOL",2009-02-04,8
"CEN",2003-03-16,-1
"CEN",2005-05-06,-1
"IRQ",2003-04-08,0
"IRQ",2003-05-19,0
"IRQ",2003-05-20,0
"IRQ",2010-08-17,0
"LBR",2003-08-10,0
"LBR",2006-01-13,0
"PAR",2003-04-25,8
"PAR",2008-08-12,8
"RWA",2003-09-28,-3
"RWA",2010-08-06,-3
"TAJ",2003-06-24,-3
"TAJ",2012-12-28,-3
"DRC",2003-06-29,0
"DRC",2006-12-03,0
"ALG",2004-04-07,2
"ALG",2012-12-28,2
"GHA",2004-12-05,8
"GHA",2012-12-28,8
"HAI",2004-03-07,0
"HAI",2006-05-11,0
"INS",2004-10-18,8
"INS",2014-10-17,8
"IRN",2004-01-10,-3
"IRN",2004-05-24,-3
"IRN",2004-05-25,-6
"IRN",2009-06-09,-6
"MYA",2004-10-18,-6
"MYA",2008-05-07,-6
"ROM",2004-12-18,9
"ROM",2012-12-28,9
"TAW",2004-05-18,10
"TAW",2012-12-28,10
"ALB",2005-08-31,9
"ALB",2012-12-28,9
"CEN",2005-05-07,-1
"CEN",2013-03-22,-1
"CRO",2004-12-31,9
"CRO",2012-12-28,9
"EGY",2005-02-25,-3
"EGY",2011-02-09,-3
"KYR",2005-08-12,3
"KYR",2006-03-08,3
"LEB",2005-04-25,6
"LEB",2012-12-28,6
"SUD",2005-07-07,-3
"SUD",2010-04-08,-3
"UGA",2005-07-26,-1
"UGA",2012-12-28,-1
"CHL",2006-03-09,10
"CHL",2012-12-28,10
"CUB",2006-07-29,-7
"CUB",2018-04-17,-7
"ECU",2006-11-24,7
"ECU",2007-11-26,7
"HAI",2006-05-12,5
"HAI",2010-01-10,5
"KYR",2006-03-09,4
"KYR",2007-12-13,4
"LBR",2006-01-14,6
"LBR",2018-01-19,6
"THI",2006-02-23,8
"THI",2006-09-16,8
"THI",2006-09-17,-5
"THI",2007-06-02,-5
"VEN",2006-12-16,5
"VEN",2009-02-08,5
"DRC",2006-12-04,5
"DRC",2016-12-17,5
"BEL",2007-06-08,8
"BEL",2012-12-28,8
"BNG",2007-01-09,-8
"BNG",2007-09-06,-8
"BNG",2007-09-07,-6
"BNG",2009-01-03,-6
"ECU",2007-11-27,5
"ECU",2013-02-14,5
"JOR",2007-07-29,-3
"JOR",2012-12-28,-3
"KEN",2007-10-21,7
"KEN",2008-04-14,7
"KYR",2007-12-14,3
"KYR",2009-07-20,3
"NIC",2007-01-08,9
"NIC",2016-06-07,9
"PAK",2007-03-08,-2
"PAK",2007-11-25,-2
"PAK",2007-11-26,2
"PAK",2008-08-16,2
"RUS",2007-11-30,4
"RUS",2012-12-28,4
"SEN",2007-06-01,7
"SEN",2012-12-28,7
"SIE",2007-09-15,7
"SIE",2012-12-28,7
"THI",2007-06-03,-1
"THI",2008-01-20,-1
"LUX",2007-06-08,8
"LUX",2012-12-28,8
"GUI",2008-12-22,-1
"GUI",2010-12-18,-1
"KEN",2008-04-15,7
"KEN",2010-08-01,7
"MAL",2008-03-06,6
"MAL",2014-03-04,6
"MYA",2008-05-08,-6
"MYA",2011-11-01,-6
"PAK",2008-08-17,5
"PAK",2010-04-16,5
"PAR",2008-08-13,8
"PAR",2013-08-13,8
"THI",2008-01-21,4
"THI",2011-07-08,4
"ZAM",2008-10-28,7
"ZAM",2016-06-07,7
"BNG",2009-01-04,5
"BNG",2013-11-15,5
"BOL",2009-02-05,7
"BOL",2012-12-28,7
"IRN",2009-06-10,-7
"IRN",2012-12-28,-7
"KYR",2009-07-21,1
"KYR",2010-04-13,1
"SAL",2009-05-30,8
"SAL",2012-12-28,8
"VEN",2009-02-09,-3
"VEN",2013-04-16,-3
"ZIM",2009-02-09,1
"ZIM",2013-05-19,1
"GUI",2010-12-19,1
"GUI",2013-09-25,1
"HAI",2010-01-11,0
"HAI",2016-02-11,0
"IRQ",2010-08-18,0
"IRQ",2010-12-18,0
"IRQ",2010-12-19,3
"IRQ",2014-09-05,3
"KEN",2010-08-02,8
"KEN",2013-03-01,8
"KYR",2010-04-14,0
"KYR",2011-11-28,0
"PAK",2010-04-17,6
"PAK",2013-05-08,6
"RWA",2010-08-07,-4
"RWA",2013-09-15,-4
"SUD",2010-04-09,-2
"SUD",2011-07-06,-2
"EGY",2011-02-10,-2
"EGY",2012-08-10,-2
"KYR",2011-11-29,7
"KYR",2017-11-21,7
"LIB",2011-07-30,0
"LIB",2012-12-28,0
"MOR",2011-11-27,-4
"MOR",2012-12-28,-4
"MYA",2011-11-02,-3
"MYA",2015-11-05,-3
"SOM",2011-08-05,0
"SOM",2012-09-13,0
"THI",2011-07-09,7
"THI",2014-05-20,7
"TUN",2011-01-13,4
"TUN",2011-11-19,4
"TUN",2011-11-20,0
"TUN",2014-12-28,0
"TUR",2011-07-27,9
"TUR",2014-08-25,9
"EGY",2012-08-11,0
"EGY",2013-07-01,0
"PNG",2012-08-07,5
"PNG",2012-12-28,5
"SOM",2012-09-14,5
"SOM",2012-12-28,5
"SYR",2012-06-01,-9
"SYR",2012-12-28,-9
"BNG",2013-11-16,4
"BNG",2014-01-03,4
"CAM",2013-07-27,2
"CAM",2017-11-14,2
"CEN",2013-03-23,0
"CEN",2016-04-08,0
"ECU",2013-02-15,5
"ECU",2012-12-28,5
"EGY",2013-07-02,-4
"EGY",2012-12-28,-4
"GUI",2013-09-26,4
"GUI",2012-12-28,4
"KEN",2013-03-02,9
"KEN",2012-12-28,9
"PAK",2013-05-09,7
"PAK",2012-12-28,7
"PAR",2013-08-14,9
"PAR",2012-12-28,9
"RWA",2013-09-16,-3
"RWA",2012-12-28,-3
"VEN",2013-04-17,4
"VEN",2017-08-15,4
"ZIM",2013-05-20,4
"ZIM",2012-12-28,4
"AFG",2014-12-27,-1
"AFG",2012-12-28,-1
"BNG",2014-01-04,1
"BNG",2018-02-06,1
"INS",2014-10-18,9
"INS",2012-12-28,9
"IRQ",2014-09-06,6
"IRQ",2012-12-28,6
"MAL",2014-03-05,5
"MAL",2018-05-07,5
"THI",2014-05-21,-3
"THI",2012-12-28,-3
"TUN",2014-12-29,7
"TUN",2012-12-28,7
"TUR",2014-08-26,3
"TUR",2016-07-13,3
"ARG",2015-12-08,9
"ARG",2012-12-28,9
"GUA",2015-09-01,8
"GUA",2012-12-28,8
"MYA",2015-11-06,0
"MYA",2016-04-03,0
"NIG",2015-05-27,7
"NIG",2012-12-28,7
"TAZ",2015-10-23,3
"TAZ",2012-12-28,3
"CEN",2016-04-09,6
"CEN",2012-12-28,6
"DOM",2016-05-13,7
"DOM",2012-12-28,7
"HAI",2016-02-12,0
"HAI",2017-02-04,0
"MYA",2016-04-04,8
"MYA",2012-12-28,8
"NIC",2016-06-08,6
"NIC",2012-12-28,6
"TUR",2016-07-14,-4
"TUR",2012-12-28,-4
"UKG",2016-06-21,8
"UKG",2012-12-28,8
"USA",2016-11-06,8
"USA",2019-03-19,8
"DRC",2016-12-18,-3
"DRC",2012-12-28,-3
"ZAM",2016-06-08,6
"ZAM",2012-12-28,6
"CAM",2017-11-15,-4
"CAM",2012-12-28,-4
"HAI",2017-02-05,5
"HAI",2012-12-28,5
"KYR",2017-11-22,8
"KYR",2012-12-28,8
"VEN",2017-08-16,-3
"VEN",2012-12-28,-3
"BNG",2018-02-07,-1
"BNG",2018-12-27,-1
"BNG",2018-12-28,-6
"BNG",2012-12-28,-6
"CUB",2018-04-18,-5
"CUB",2012-12-28,-5
"LBR",2018-01-20,7
"LBR",2012-12-28,7
"MAL",2018-05-08,7
"MAL",2012-12-28,7
"USA",2019-03-20,7
"USA",2020-02-02,7
"USA",2020-02-03,6
"USA",2020-10-31,6
"USA",2020-11-01,5
"USA",2012-12-28,5
"ALB",1816-07-26,-2
"ALG",1816-07-26,-8
"ANG",1816-07-26,-7
"ARG",1816-07-26,-5
"AUL",1816-07-26,10
"BEL",1816-07-26,0
"BNG",1816-07-26,8
"BOL",1816-07-26,-3
"BRA",1816-07-26,-6
"BUL",1816-07-26,-4
"CAM",1816-07-26,0
"CAN",1816-07-26,4
"CEN",1816-07-26,-7
"CHA",1816-07-26,-3
"COL",1816-07-26,2
"CON",1816-07-26,3
"COS",1816-07-26,-4
"CRO",1816-07-26,-3
"CUB",1816-07-26,3
"CZE",1816-07-26,7
"DOM",1816-07-26,-3
"DRC",1816-07-26,0
"DRV",1816-07-26,-9
"ECU",1816-07-26,-1
"EGY",1816-07-26,6
"ERI",1816-07-26,-6
"EST",1816-07-26,8
"ETH",1816-07-26,4
"FIN",1816-07-26,8
"GDR",1816-07-26,0
"GFR",1816-07-26,0
"GHA",1816-07-26,1
"GRC",1816-07-26,-5
"GUA",1816-07-26,-3
"GUI",1816-07-26,-9
"HAI",1816-07-26,-7
"HON",1816-07-26,-3
"HUN",1816-07-26,-4
"IND",1816-07-26,0
"INS",1816-07-26,-5
"IRQ",1816-07-26,-4
"ISR",1816-07-26,10
"ITA",1816-07-26,-4
"JOR",1816-07-26,-9
"KEN",1816-07-26,5
"KUW",1816-07-26,-8
"KYR",1816-07-26,-3
"LAO",1816-07-26,4
"LBR",1816-07-26,4
"LEB",1816-07-26,1
"LIB",1816-07-26,-7
"LIT",1816-07-26,4
"LUX",1816-07-26,0
"MAL",1816-07-26,7
"MEX",1816-07-26,-1
"MYA",1816-07-26,6
"NEW",1816-07-26,10
"NIC",1816-07-26,-5
"NIG",1816-07-26,8
"PAK",1816-07-26,0
"PAN",1816-07-26,-3
"PER",1816-07-26,-3
"PHI",1816-07-26,5
"PNG",1816-07-26,4
"POL",1816-07-26,8
"PRK",1816-07-26,-7
"QAT",1816-07-26,-10
"ROK",1816-07-26,-3
"ROM",1816-07-26,0
"RVN",1816-07-26,-3
"RWA",1816-07-26,-5
"SAF",1816-07-26,4
"SAL",1816-07-26,-1
"SAU",1816-07-26,-10
"SEN",1816-07-26,-1
"SIE",1816-07-26,6
"SOM",1816-07-26,7
"SUD",1816-07-26,7
"SYR",1816-07-26,4
"TAJ",1816-07-26,-2
"TAW",1816-07-26,-8
"TAZ",1816-07-26,-6
"TUN",1816-07-26,-4
"UAE",1816-07-26,-8
"UGA",1816-07-26,7
"UZB",1816-07-26,-9
"VEN",1816-07-26,-5
"YAR",1816-07-26,-10
"YPR",1816-07-26,-5
"YUG",1816-07-26,0
"ZAM",1816-07-26,2
"ZIM",1816-07-26,4
