"date","actor1","actor2","alliance"
1999-01-01,"HUN","DEN",1
1999-01-01,"HUN","TUR",1
1951-01-01,"ITA","GRC",1
1949-01-01,"ITA","NOR",1
1949-01-01,"ITA","DEN",1
1951-01-01,"ITA","TUR",1
1951-01-01,"GRC","NOR",1
1951-01-01,"GRC","DEN",1
1951-01-01,"GRC","TUR",1
1949-01-01,"NOR","DEN",1
1951-01-01,"NOR","TUR",1
1951-01-01,"DEN","TUR",1
1949-01-01,"HUN","CZE",1
1950-01-01,"RUS","CHN",1
1974-01-01,"SOM","MOR",1
1974-01-01,"SOM","ALG",1
1974-01-01,"SOM","TUN",1
1974-01-01,"SOM","LIB",1
1974-01-01,"SOM","SUD",1
1974-01-01,"SOM","IRQ",1
1974-01-01,"SOM","EGY",1
1989-01-01,"SOM","EGY",1
1974-01-01,"SOM","SYR",1
1974-01-01,"SOM","LEB",1
1974-01-01,"SOM","JOR",1
1974-01-01,"SOM","SAU",1
1974-01-01,"SOM","YAR",1
1974-01-01,"SOM","YPR",1
1974-01-01,"SOM","KUW",1
1974-01-01,"SOM","QAT",1
1974-01-01,"SOM","UAE",1
1964-01-01,"MOR","ALG",1
1961-01-01,"MOR","TUN",1
1964-01-01,"MOR","LIB",1
1964-01-01,"MOR","SUD",1
1961-01-01,"MOR","IRQ",1
1961-01-01,"MOR","EGY",1
1989-01-01,"MOR","EGY",1
1961-01-01,"MOR","SYR",1
1961-01-01,"MOR","LEB",1
1961-01-01,"MOR","JOR",1
1961-01-01,"MOR","SAU",1
1961-01-01,"MOR","YAR",1
1971-01-01,"MOR","YPR",1
1961-01-01,"MOR","KUW",1
1971-01-01,"MOR","QAT",1
1961-01-01,"MOR","UAE",1
1964-01-01,"ALG","TUN",1
1964-01-01,"ALG","LIB",1
1964-01-01,"ALG","SUD",1
1964-01-01,"ALG","IRQ",1
1964-01-01,"ALG","EGY",1
1989-01-01,"ALG","EGY",1
1964-01-01,"ALG","SYR",1
1964-01-01,"ALG","LEB",1
1964-01-01,"ALG","JOR",1
1964-01-01,"ALG","SAU",1
1964-01-01,"ALG","YAR",1
1971-01-01,"ALG","YPR",1
1964-01-01,"ALG","KUW",1
1971-01-01,"ALG","QAT",1
1964-01-01,"ALG","UAE",1
1964-01-01,"TUN","LIB",1
1964-01-01,"TUN","SUD",1
1953-01-01,"TUN","IRQ",1
1953-01-01,"TUN","EGY",1
1989-01-01,"TUN","EGY",1
1953-01-01,"TUN","SYR",1
1961-01-01,"TUN","SYR",1
1953-01-01,"TUN","LEB",1
1953-01-01,"TUN","JOR",1
1953-01-01,"TUN","SAU",1
1953-01-01,"TUN","YAR",1
1971-01-01,"TUN","YPR",1
1961-01-01,"TUN","KUW",1
1971-01-01,"TUN","QAT",1
1953-01-01,"TUN","UAE",1
1964-01-01,"LIB","SUD",1
1964-01-01,"LIB","IRQ",1
1964-01-01,"LIB","EGY",1
1989-01-01,"LIB","EGY",1
1964-01-01,"LIB","SYR",1
1964-01-01,"LIB","LEB",1
1964-01-01,"LIB","JOR",1
1964-01-01,"LIB","SAU",1
1964-01-01,"LIB","YAR",1
1971-01-01,"LIB","YPR",1
1964-01-01,"LIB","KUW",1
1971-01-01,"LIB","QAT",1
1964-01-01,"LIB","UAE",1
1964-01-01,"SUD","IRQ",1
1964-01-01,"SUD","EGY",1
1989-01-01,"SUD","EGY",1
1964-01-01,"SUD","SYR",1
1964-01-01,"SUD","LEB",1
1964-01-01,"SUD","JOR",1
1964-01-01,"SUD","SAU",1
1964-01-01,"SUD","YAR",1
1971-01-01,"SUD","YPR",1
1964-01-01,"SUD","KUW",1
1971-01-01,"SUD","QAT",1
1964-01-01,"SUD","UAE",1
1952-01-01,"IRQ","EGY",1
1989-01-01,"IRQ","EGY",1
1952-01-01,"IRQ","SYR",1
1961-01-01,"IRQ","SYR",1
1952-01-01,"IRQ","LEB",1
1952-01-01,"IRQ","JOR",1
1952-01-01,"IRQ","SAU",1
1952-01-01,"IRQ","YAR",1
1971-01-01,"IRQ","YPR",1
1961-01-01,"IRQ","KUW",1
1971-01-01,"IRQ","QAT",1
1953-01-01,"IRQ","UAE",1
1950-01-01,"EGY","SYR",1
1961-01-01,"EGY","SYR",1
1989-01-01,"EGY","SYR",1
1950-01-01,"EGY","LEB",1
1989-01-01,"EGY","LEB",1
1952-01-01,"EGY","JOR",1
1989-01-01,"EGY","JOR",1
1950-01-01,"EGY","SAU",1
1989-01-01,"EGY","SAU",1
1950-01-01,"EGY","YAR",1
1989-01-01,"EGY","YAR",1
1971-01-01,"EGY","YPR",1
1989-01-01,"EGY","YPR",1
1961-01-01,"EGY","KUW",1
1989-01-01,"EGY","KUW",1
1971-01-01,"EGY","QAT",1
1989-01-01,"EGY","QAT",1
1953-01-01,"EGY","UAE",1
1989-01-01,"EGY","UAE",1
1950-01-01,"SYR","LEB",1
1961-01-01,"SYR","LEB",1
1952-01-01,"SYR","JOR",1
1961-01-01,"SYR","JOR",1
1950-01-01,"SYR","SAU",1
1961-01-01,"SYR","SAU",1
1950-01-01,"SYR","YAR",1
1961-01-01,"SYR","YAR",1
1971-01-01,"SYR","YPR",1
1961-01-01,"SYR","KUW",1
1971-01-01,"SYR","QAT",1
1953-01-01,"SYR","UAE",1
1961-01-01,"SYR","UAE",1
1952-01-01,"LEB","JOR",1
1950-01-01,"LEB","SAU",1
1950-01-01,"LEB","YAR",1
1971-01-01,"LEB","YPR",1
1961-01-01,"LEB","KUW",1
1971-01-01,"LEB","QAT",1
1953-01-01,"LEB","UAE",1
1952-01-01,"JOR","SAU",1
1952-01-01,"JOR","YAR",1
1971-01-01,"JOR","YPR",1
1961-01-01,"JOR","KUW",1
1971-01-01,"JOR","QAT",1
1953-01-01,"JOR","UAE",1
1950-01-01,"SAU","YAR",1
1971-01-01,"SAU","YPR",1
1961-01-01,"SAU","KUW",1
1971-01-01,"SAU","QAT",1
1953-01-01,"SAU","UAE",1
1971-01-01,"YAR","YPR",1
1961-01-01,"YAR","KUW",1
1971-01-01,"YAR","QAT",1
1953-01-01,"YAR","UAE",1
1971-01-01,"YPR","KUW",1
1971-01-01,"YPR","QAT",1
1971-01-01,"YPR","UAE",1
1971-01-01,"KUW","QAT",1
1961-01-01,"KUW","UAE",1
1971-01-01,"QAT","UAE",1
1951-01-01,"USA","PHI",1
1951-01-01,"USA","AUL",1
1951-01-01,"USA","NEW",1
1951-01-01,"AUL","NEW",1
1951-01-01,"USA","JPN",1
1954-01-01,"YUG","GRC",1
1954-01-01,"YUG","TUR",1
1954-01-01,"GRC","TUR",1
1953-01-01,"UKG","LIB",1
1953-01-01,"USA","ROK",1
1954-01-01,"USA","TAW",1
1955-01-01,"UKG","IRQ",1
1955-01-01,"GDR","POL",1
1955-01-01,"GDR","HUN",1
1955-01-01,"GDR","CZE",1
1955-01-01,"GDR","ALB",1
1955-01-01,"GDR","BUL",1
1955-01-01,"GDR","ROM",1
1955-01-01,"GDR","RUS",1
1955-01-01,"POL","HUN",1
1955-01-01,"POL","CZE",1
1955-01-01,"POL","ALB",1
1955-01-01,"POL","BUL",1
1955-01-01,"POL","ROM",1
1955-01-01,"POL","RUS",1
1955-01-01,"HUN","CZE",1
1955-01-01,"HUN","ALB",1
1955-01-01,"HUN","BUL",1
1955-01-01,"HUN","ROM",1
1955-01-01,"HUN","RUS",1
1955-01-01,"CZE","ALB",1
1955-01-01,"CZE","BUL",1
1955-01-01,"CZE","ROM",1
1955-01-01,"CZE","RUS",1
1955-01-01,"ALB","BUL",1
1955-01-01,"ALB","ROM",1
1955-01-01,"ALB","RUS",1
1955-01-01,"BUL","ROM",1
1955-01-01,"BUL","RUS",1
1955-01-01,"ROM","RUS",1
1955-01-01,"EGY","SYR",1
1956-01-01,"EGY","JOR",1
1956-01-01,"SYR","JOR",1
1955-01-01,"EGY","SAU",1
1956-01-01,"EGY","SAU",1
1956-01-01,"EGY","YAR",1
1956-01-01,"SAU","YAR",1
1957-01-01,"TUN","LIB",1
1957-01-01,"UKG","MAL",1
1958-01-01,"USA","CAN",1
1959-01-01,"USA","PAK",1
1959-01-01,"USA","TUR",1
1960-01-01,"FRN","CEN",1
1960-01-01,"FRN","CHA",1
1960-01-01,"FRN","CON",1
1960-01-01,"CEN","CHA",1
1960-01-01,"CEN","CON",1
1960-01-01,"CHA","CON",1
1960-01-01,"GRC","TUR",1
1961-01-01,"GUI","GHA",1
1961-01-01,"RUS","PRK",1
1961-01-01,"CHN","PRK",1
1961-01-01,"SEN","CEN",1
1961-01-01,"SEN","CHA",1
1961-01-01,"SEN","CON",1
1963-01-01,"SEN","RWA",1
1961-01-01,"CEN","CHA",1
1961-01-01,"CEN","CON",1
1963-01-01,"CEN","RWA",1
1961-01-01,"CHA","CON",1
1963-01-01,"CHA","RWA",1
1963-01-01,"CON","RWA",1
1962-01-01,"EGY","YAR",1
1963-01-01,"KEN","ETH",1
1963-01-01,"GUA","HON",1
1963-01-01,"GUA","SAL",1
1963-01-01,"GUA","NIC",1
1963-01-01,"GUA","COS",1
1963-01-01,"GUA","PAN",1
1963-01-01,"HON","SAL",1
1963-01-01,"HON","NIC",1
1963-01-01,"HON","COS",1
1963-01-01,"HON","PAN",1
1963-01-01,"SAL","NIC",1
1963-01-01,"SAL","COS",1
1963-01-01,"SAL","PAN",1
1963-01-01,"NIC","COS",1
1963-01-01,"NIC","PAN",1
1963-01-01,"COS","PAN",1
1964-01-01,"GDR","RUS",1
1966-01-01,"DRC","RWA",1
1966-01-01,"EGY","SYR",1
1967-01-01,"GDR","POL",1
1967-01-01,"GDR","CZE",1
1967-01-01,"GDR","HUN",1
1967-01-01,"IRQ","EGY",1
1967-01-01,"IRQ","JOR",1
1967-01-01,"EGY","JOR",1
1967-01-01,"GDR","BUL",1
1968-01-01,"CEN","CHA",1
1968-01-01,"CEN","CON",1
1968-01-01,"CHA","CON",1
1972-01-01,"GDR","ROM",1
1972-01-01,"UGA","SUD",1
1975-01-01,"ALG","LIB",1
1976-01-01,"SUD","EGY",1
1980-01-01,"LIB","SYR",1
1981-01-01,"SEN","GUI",1
1981-01-01,"SEN","LBR",1
1981-01-01,"SEN","SIE",1
1981-01-01,"SEN","GHA",1
1981-01-01,"SEN","NIG",1
1981-01-01,"GUI","LBR",1
1981-01-01,"GUI","SIE",1
1981-01-01,"GUI","GHA",1
1981-01-01,"GUI","NIG",1
1981-01-01,"LBR","SIE",1
1981-01-01,"LBR","GHA",1
1981-01-01,"LBR","NIG",1
1981-01-01,"SIE","GHA",1
1981-01-01,"SIE","NIG",1
1981-01-01,"GHA","NIG",1
1981-01-01,"ETH","LIB",1
1981-01-01,"ETH","YPR",1
1981-01-01,"LIB","YPR",1
1989-01-01,"MOR","ALG",1
1989-01-01,"MOR","TUN",1
1989-01-01,"MOR","LIB",1
1989-01-01,"ALG","TUN",1
1989-01-01,"ALG","LIB",1
1989-01-01,"TUN","LIB",1
1995-01-01,"RUS","TAJ",1
1995-01-01,"RUS","KYR",1
1995-01-01,"RUS","UZB",1
1995-01-01,"TAJ","KYR",1
1995-01-01,"TAJ","UZB",1
1995-01-01,"KYR","UZB",1
1992-01-01,"RUS","TAJ",1
1992-01-01,"RUS","KYR",1
1992-01-01,"RUS","UZB",1
1992-01-01,"TAJ","KYR",1
1992-01-01,"TAJ","UZB",1
1992-01-01,"KYR","UZB",1
1993-01-01,"RUS","TAJ",1
1998-01-01,"CEN","CON",1
1999-01-01,"CON","ANG",1
1999-01-01,"CON","ZIM",1
1999-01-01,"ANG","ZIM",1
2000-01-01,"CEN","CHA",1
2000-01-01,"CEN","CON",1
2000-01-01,"CEN","DRC",1
2000-01-01,"CEN","RWA",1
2000-01-01,"CEN","ANG",1
2000-01-01,"CHA","CON",1
2000-01-01,"CHA","DRC",1
2000-01-01,"CHA","RWA",1
2000-01-01,"CHA","ANG",1
2000-01-01,"CON","DRC",1
2000-01-01,"CON","RWA",1
2000-01-01,"CON","ANG",1
2000-01-01,"DRC","RWA",1
2000-01-01,"DRC","ANG",1
2000-01-01,"RWA","ANG",1
2000-01-01,"SAU","KUW",1
2000-01-01,"SAU","QAT",1
2000-01-01,"SAU","UAE",1
2000-01-01,"KUW","QAT",1
2000-01-01,"KUW","UAE",1
2000-01-01,"QAT","UAE",1
2005-01-01,"RUS","UZB",1
2006-01-01,"CEN","CON",1
2006-01-01,"CEN","DRC",1
2006-01-01,"CEN","UGA",1
2006-01-01,"CEN","KEN",1
2006-01-01,"CEN","TAZ",1
2006-01-01,"CEN","RWA",1
2006-01-01,"CEN","ANG",1
2006-01-01,"CEN","ZAM",1
2006-01-01,"CEN","SUD",1
2006-01-01,"CON","DRC",1
2006-01-01,"CON","UGA",1
2006-01-01,"CON","KEN",1
2006-01-01,"CON","TAZ",1
2006-01-01,"CON","RWA",1
2006-01-01,"CON","ANG",1
2006-01-01,"CON","ZAM",1
2006-01-01,"CON","SUD",1
2006-01-01,"DRC","UGA",1
2006-01-01,"DRC","KEN",1
2006-01-01,"DRC","TAZ",1
2006-01-01,"DRC","RWA",1
2006-01-01,"DRC","ANG",1
2006-01-01,"DRC","ZAM",1
2006-01-01,"DRC","SUD",1
2006-01-01,"UGA","KEN",1
2006-01-01,"UGA","TAZ",1
2006-01-01,"UGA","RWA",1
2006-01-01,"UGA","ANG",1
2006-01-01,"UGA","ZAM",1
2006-01-01,"UGA","SUD",1
2006-01-01,"KEN","TAZ",1
2006-01-01,"KEN","RWA",1
2006-01-01,"KEN","ANG",1
2006-01-01,"KEN","ZAM",1
2006-01-01,"KEN","SUD",1
2006-01-01,"TAZ","RWA",1
2006-01-01,"TAZ","ANG",1
2006-01-01,"TAZ","ZAM",1
2006-01-01,"TAZ","SUD",1
2006-01-01,"RWA","ANG",1
2006-01-01,"RWA","ZAM",1
2006-01-01,"RWA","SUD",1
2006-01-01,"ANG","ZAM",1
2006-01-01,"ANG","SUD",1
2006-01-01,"ZAM","SUD",1
1849-01-01,"GMY","AUH",0
1867-01-01,"GMY","AUH",0
1823-01-01,"UKG","GMY",0
1823-01-01,"UKG","AUH",0
1823-01-01,"UKG","RUS",0
1823-01-01,"GMY","AUH",0
1823-01-01,"GMY","RUS",0
1823-01-01,"AUH","RUS",0
1821-01-01,"NTH","SPN",0
1849-01-01,"AUH","ITA",0
1834-01-01,"UKG","FRN",0
1840-01-01,"GMY","AUH",0
1840-01-01,"GMY","RUS",0
1840-01-01,"AUH","RUS",0
1842-01-01,"RUS","TUR",0
1854-01-01,"AUH","RUS",0
1849-01-01,"GMY","RUS",0
1849-01-01,"AUH","RUS",0
1840-01-01,"UKG","FRN",0
1840-01-01,"UKG","SPN",0
1840-01-01,"UKG","POR",0
1840-01-01,"SPN","POR",0
1841-01-01,"UKG","GMY",0
1841-01-01,"UKG","AUH",0
1841-01-01,"UKG","RUS",0
1841-01-01,"UKG","TUR",0
1841-01-01,"GMY","AUH",0
1841-01-01,"GMY","RUS",0
1841-01-01,"GMY","TUR",0
1841-01-01,"AUH","RUS",0
1841-01-01,"AUH","TUR",0
1841-01-01,"RUS","TUR",0
1848-01-01,"UKG","FRN",0
1848-01-01,"UKG","SPN",0
1848-01-01,"UKG","POR",0
1848-01-01,"FRN","SPN",0
1848-01-01,"FRN","POR",0
1848-01-01,"SPN","POR",0
1855-01-01,"GMY","AUH",0
1857-01-01,"UKG","FRN",0
1857-01-01,"UKG","ITA",0
1857-01-01,"UKG","TUR",0
1857-01-01,"FRN","ITA",0
1857-01-01,"FRN","TUR",0
1857-01-01,"ITA","TUR",0
1857-01-01,"GMY","AUH",0
1857-01-01,"AUH","TUR",0
1857-01-01,"UKG","AUH",0
1857-01-01,"FRN","AUH",0
1878-01-01,"UKG","FRN",0
1878-01-01,"UKG","AUH",0
1878-01-01,"FRN","AUH",0
1865-01-01,"BRA","ARG",0
1860-01-01,"FRN","ITA",0
1861-01-01,"ECU","PER",0
1864-01-01,"GMY","RUS",0
1874-01-01,"PER","BOL",0
1867-01-01,"COL","ECU",0
1883-01-01,"BRA","ARG",0
1872-01-01,"ECU","PER",0
1872-01-01,"ECU","BOL",0
1872-01-01,"ECU","CHL",0
1872-01-01,"PER","BOL",0
1872-01-01,"PER","CHL",0
1872-01-01,"BOL","CHL",0
1867-01-01,"GMY","ITA",0
1884-01-01,"PER","BOL",0
1879-01-01,"GMY","RUS",0
1881-01-01,"UKG","TUR",0
1919-01-01,"GMY","AUH",0
1916-01-01,"GMY","ITA",0
1916-01-01,"AUH","ITA",0
1917-01-01,"GMY","ROM",0
1917-01-01,"AUH","ROM",0
1918-01-01,"FRN","RUS",0
1901-01-01,"RUS","CHN",0
1922-01-01,"UKG","JPN",0
1910-01-01,"YUG","BUL",0
1906-01-01,"GMY","RUS",0
1914-01-01,"YUG","BUL",0
1914-01-01,"GRC","BUL",0
1919-01-01,"YUG","GRC",0
1919-01-01,"GMY","TUR",0
1919-01-01,"BUL","TUR",0
1919-01-01,"AUH","BUL",0
1919-01-01,"GMY","BUL",0
1919-01-01,"UKG","FRN",0
1919-01-01,"UKG","ITA",0
1918-01-01,"UKG","RUS",0
1919-01-01,"FRN","ITA",0
1918-01-01,"ITA","RUS",0
1918-01-01,"RUS","JPN",0
1919-01-01,"UKG","ROM",0
1919-01-01,"FRN","ROM",0
1919-01-01,"ITA","ROM",0
1931-01-01,"CZE","YUG",0
1937-01-01,"BEL","FRN",0
1940-01-01,"FRN","POL",0
1942-01-01,"RUS","IRN",0
1929-01-01,"TUR","AFG",0
1940-01-01,"POL","ROM",0
1940-01-01,"CZE","ROM",0
1941-01-01,"YUG","ROM",0
1937-01-01,"UKG","BEL",0
1937-01-01,"UKG","FRN",0
1937-01-01,"UKG","GMY",0
1937-01-01,"UKG","ITA",0
1937-01-01,"BEL","GMY",0
1937-01-01,"BEL","ITA",0
1937-01-01,"FRN","GMY",0
1937-01-01,"FRN","ITA",0
1937-01-01,"GMY","ITA",0
1939-01-01,"FRN","CZE",0
1940-01-01,"ITA","ALB",0
1956-01-01,"UKG","IRQ",0
1941-01-01,"YUG","GRC",0
1941-01-01,"YUG","TUR",0
1941-01-01,"GRC","ROM",0
1941-01-01,"GRC","TUR",0
1941-01-01,"ROM","TUR",0
1940-01-01,"FRN","RUS",0
1940-01-01,"CZE","RUS",0
1990-01-01,"CZE","RUS",0
1952-01-01,"UKG","EGY",0
1940-01-01,"UKG","FRN",0
1940-01-01,"UKG","YUG",0
1940-01-01,"UKG","GRC",0
1940-01-01,"UKG","BUL",0
1940-01-01,"UKG","ROM",0
1940-01-01,"UKG","RUS",0
1940-01-01,"UKG","TUR",0
1940-01-01,"UKG","EGY",0
1940-01-01,"FRN","YUG",0
1940-01-01,"FRN","GRC",0
1940-01-01,"FRN","BUL",0
1940-01-01,"FRN","ROM",0
1940-01-01,"FRN","TUR",0
1940-01-01,"FRN","EGY",0
1940-01-01,"YUG","GRC",0
1940-01-01,"YUG","BUL",0
1940-01-01,"YUG","ROM",0
1940-01-01,"YUG","RUS",0
1940-01-01,"YUG","TUR",0
1940-01-01,"YUG","EGY",0
1940-01-01,"GRC","BUL",0
1940-01-01,"GRC","ROM",0
1940-01-01,"GRC","RUS",0
1940-01-01,"GRC","TUR",0
1940-01-01,"GRC","EGY",0
1940-01-01,"BUL","ROM",0
1940-01-01,"BUL","RUS",0
1940-01-01,"BUL","TUR",0
1940-01-01,"BUL","EGY",0
1940-01-01,"ROM","RUS",0
1940-01-01,"ROM","TUR",0
1940-01-01,"ROM","EGY",0
1940-01-01,"RUS","TUR",0
1940-01-01,"RUS","EGY",0
1940-01-01,"TUR","EGY",0
1940-01-01,"UKG","POL",0
1944-01-01,"GMY","ITA",0
1941-01-01,"RUS","EST",0
1941-01-01,"RUS","LIT",0
1941-01-01,"UKG","FRN",0
1946-01-01,"UKG","TUR",0
1941-01-01,"FRN","TUR",0
1942-01-01,"GMY","HUN",0
1942-01-01,"GMY","ITA",0
1942-01-01,"GMY","BUL",0
1942-01-01,"GMY","ROM",0
1942-01-01,"GMY","JPN",0
1942-01-01,"HUN","ITA",0
1942-01-01,"HUN","BUL",0
1942-01-01,"HUN","ROM",0
1942-01-01,"HUN","JPN",0
1942-01-01,"ITA","BUL",0
1942-01-01,"ITA","ROM",0
1942-01-01,"ITA","JPN",0
1942-01-01,"BUL","ROM",0
1942-01-01,"BUL","JPN",0
1942-01-01,"ROM","JPN",0
1956-01-01,"UKG","RUS",0
1946-01-01,"JPN","THI",0
1947-01-01,"UKG","RUS",0
1947-01-01,"UKG","IRN",0
1947-01-01,"RUS","IRN",0
1952-01-01,"AUL","NEW",0
1956-01-01,"FRN","RUS",0
1948-01-01,"USA","CUB",0
1948-01-01,"USA","HAI",0
1948-01-01,"USA","DOM",0
1948-01-01,"USA","MEX",0
1948-01-01,"USA","GUA",0
1948-01-01,"USA","HON",0
1948-01-01,"USA","NIC",0
1948-01-01,"USA","COS",0
1948-01-01,"USA","PAN",0
1948-01-01,"USA","COL",0
1948-01-01,"USA","VEN",0
1948-01-01,"USA","ECU",0
1948-01-01,"USA","PER",0
1948-01-01,"USA","BRA",0
1948-01-01,"USA","BOL",0
1948-01-01,"USA","PAR",0
1948-01-01,"USA","CHL",0
1948-01-01,"USA","ARG",0
1948-01-01,"CUB","HAI",0
1948-01-01,"CUB","DOM",0
1948-01-01,"CUB","MEX",0
1948-01-01,"CUB","GUA",0
1948-01-01,"CUB","HON",0
1948-01-01,"CUB","NIC",0
1948-01-01,"CUB","COS",0
1948-01-01,"CUB","PAN",0
1948-01-01,"CUB","COL",0
1948-01-01,"CUB","VEN",0
1948-01-01,"CUB","ECU",0
1948-01-01,"CUB","PER",0
1948-01-01,"CUB","BRA",0
1948-01-01,"CUB","BOL",0
1948-01-01,"CUB","PAR",0
1948-01-01,"CUB","CHL",0
1948-01-01,"CUB","ARG",0
1948-01-01,"HAI","DOM",0
1948-01-01,"HAI","MEX",0
1948-01-01,"HAI","GUA",0
1948-01-01,"HAI","HON",0
1948-01-01,"HAI","NIC",0
1948-01-01,"HAI","COS",0
1948-01-01,"HAI","PAN",0
1948-01-01,"HAI","COL",0
1948-01-01,"HAI","VEN",0
1948-01-01,"HAI","ECU",0
1948-01-01,"HAI","PER",0
1948-01-01,"HAI","BRA",0
1948-01-01,"HAI","BOL",0
1948-01-01,"HAI","PAR",0
1948-01-01,"HAI","CHL",0
1948-01-01,"HAI","ARG",0
1948-01-01,"DOM","MEX",0
1948-01-01,"DOM","GUA",0
1948-01-01,"DOM","HON",0
1948-01-01,"DOM","NIC",0
1948-01-01,"DOM","COS",0
1948-01-01,"DOM","PAN",0
1948-01-01,"DOM","COL",0
1948-01-01,"DOM","VEN",0
1948-01-01,"DOM","ECU",0
1948-01-01,"DOM","PER",0
1948-01-01,"DOM","BRA",0
1948-01-01,"DOM","BOL",0
1948-01-01,"DOM","PAR",0
1948-01-01,"DOM","CHL",0
1948-01-01,"DOM","ARG",0
1948-01-01,"MEX","GUA",0
1948-01-01,"MEX","HON",0
1948-01-01,"MEX","NIC",0
1948-01-01,"MEX","COS",0
1948-01-01,"MEX","PAN",0
1948-01-01,"MEX","COL",0
1948-01-01,"MEX","VEN",0
1948-01-01,"MEX","ECU",0
1948-01-01,"MEX","PER",0
1948-01-01,"MEX","BRA",0
1948-01-01,"MEX","BOL",0
1948-01-01,"MEX","PAR",0
1948-01-01,"MEX","CHL",0
1948-01-01,"MEX","ARG",0
1948-01-01,"GUA","HON",0
1948-01-01,"GUA","NIC",0
1948-01-01,"GUA","COS",0
1948-01-01,"GUA","PAN",0
1948-01-01,"GUA","COL",0
1948-01-01,"GUA","VEN",0
1948-01-01,"GUA","ECU",0
1948-01-01,"GUA","PER",0
1948-01-01,"GUA","BRA",0
1948-01-01,"GUA","BOL",0
1948-01-01,"GUA","PAR",0
1948-01-01,"GUA","CHL",0
1948-01-01,"GUA","ARG",0
1948-01-01,"HON","NIC",0
1948-01-01,"HON","COS",0
1948-01-01,"HON","PAN",0
1948-01-01,"HON","COL",0
1948-01-01,"HON","VEN",0
1948-01-01,"HON","ECU",0
1948-01-01,"HON","PER",0
1948-01-01,"HON","BRA",0
1948-01-01,"HON","BOL",0
1948-01-01,"HON","PAR",0
1948-01-01,"HON","CHL",0
1948-01-01,"HON","ARG",0
1948-01-01,"NIC","COS",0
1948-01-01,"NIC","PAN",0
1948-01-01,"NIC","COL",0
1948-01-01,"NIC","VEN",0
1948-01-01,"NIC","ECU",0
1948-01-01,"NIC","PER",0
1948-01-01,"NIC","BRA",0
1948-01-01,"NIC","BOL",0
1948-01-01,"NIC","PAR",0
1948-01-01,"NIC","CHL",0
1948-01-01,"NIC","ARG",0
1948-01-01,"COS","PAN",0
1948-01-01,"COS","COL",0
1948-01-01,"COS","VEN",0
1948-01-01,"COS","ECU",0
1948-01-01,"COS","PER",0
1948-01-01,"COS","BRA",0
1948-01-01,"COS","BOL",0
1948-01-01,"COS","PAR",0
1948-01-01,"COS","CHL",0
1948-01-01,"COS","ARG",0
1948-01-01,"PAN","COL",0
1948-01-01,"PAN","VEN",0
1948-01-01,"PAN","ECU",0
1948-01-01,"PAN","PER",0
1948-01-01,"PAN","BRA",0
1948-01-01,"PAN","BOL",0
1948-01-01,"PAN","PAR",0
1948-01-01,"PAN","CHL",0
1948-01-01,"PAN","ARG",0
1948-01-01,"COL","VEN",0
1948-01-01,"COL","ECU",0
1948-01-01,"COL","PER",0
1948-01-01,"COL","BRA",0
1948-01-01,"COL","BOL",0
1948-01-01,"COL","PAR",0
1948-01-01,"COL","CHL",0
1948-01-01,"COL","ARG",0
1948-01-01,"VEN","ECU",0
1948-01-01,"VEN","PER",0
1948-01-01,"VEN","BRA",0
1948-01-01,"VEN","BOL",0
1948-01-01,"VEN","PAR",0
1948-01-01,"VEN","CHL",0
1948-01-01,"VEN","ARG",0
1948-01-01,"ECU","PER",0
1948-01-01,"ECU","BRA",0
1948-01-01,"ECU","BOL",0
1948-01-01,"ECU","PAR",0
1948-01-01,"ECU","CHL",0
1948-01-01,"ECU","ARG",0
1948-01-01,"PER","BRA",0
1948-01-01,"PER","BOL",0
1948-01-01,"PER","PAR",0
1948-01-01,"PER","CHL",0
1948-01-01,"PER","ARG",0
1948-01-01,"BRA","BOL",0
1948-01-01,"BRA","PAR",0
1948-01-01,"BRA","CHL",0
1948-01-01,"BRA","ARG",0
1948-01-01,"BOL","PAR",0
1948-01-01,"BOL","CHL",0
1948-01-01,"BOL","ARG",0
1948-01-01,"PAR","CHL",0
1948-01-01,"PAR","ARG",0
1948-01-01,"CHL","ARG",0
1950-01-01,"YUG","RUS",0
1990-01-01,"POL","RUS",0
1950-01-01,"RUS","CHN",0
1950-01-01,"POL","YUG",0
1957-01-01,"UKG","JOR",0
1950-01-01,"CZE","YUG",0
1950-01-01,"ALB","YUG",0
1949-01-01,"UKG","FRN",0
1990-01-01,"POL","CZE",0
1963-01-01,"USA","CUB",0
1963-01-01,"CUB","HAI",0
1963-01-01,"CUB","DOM",0
1963-01-01,"CUB","MEX",0
1963-01-01,"CUB","GUA",0
1963-01-01,"CUB","HON",0
1963-01-01,"CUB","SAL",0
1963-01-01,"CUB","NIC",0
1963-01-01,"CUB","COS",0
1963-01-01,"CUB","PAN",0
1963-01-01,"CUB","COL",0
1963-01-01,"CUB","VEN",0
1963-01-01,"CUB","ECU",0
1963-01-01,"CUB","PER",0
1963-01-01,"CUB","BRA",0
1963-01-01,"CUB","BOL",0
1963-01-01,"CUB","PAR",0
1963-01-01,"CUB","CHL",0
1963-01-01,"CUB","ARG",0
1950-01-01,"HUN","YUG",0
1968-01-01,"ALB","BUL",0
1950-01-01,"YUG","ROM",0
1990-01-01,"BUL","ROM",0
1990-01-01,"HUN","ROM",0
1990-01-01,"ROM","RUS",0
1990-01-01,"HUN","RUS",0
